"1782","300395.SZ","菲利华","56.8219","材料","材料","金属、非金属与采矿","金属非金属","29959.90"
"1783","300396.SZ","迪瑞医疗","43.3809","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","27603.00"
"1784","300397.SZ","天和防务","49.8048","工业","资本货物","航空航天与国防","航天航空与国防","24000.00"
"1785","300398.SZ","飞凯材料","77.2059","材料","材料","化工","特种化工","42674.06"
"1786","300399.SZ","京天利","24.2297","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","19760.00"
"1787","300400.SZ","劲拓股份","53.6105","工业","资本货物","机械","工业机械","24421.70"
"1788","300401.SZ","花园生物","71.4906","医疗保健","制药、生物科技与生命科学","制药","西药","47928.83"
"1789","300402.SZ","宝色股份","19.5778","工业","资本货物","机械","工业机械","20200.00"
"1790","300403.SZ","汉宇集团","35.9870","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","60300.00"
"1791","300404.SZ","博济医药","18.7136","医疗保健","制药、生物科技与生命科学","生命科学工具和服务","生命科学工具和服务","13391.75"
"1792","300405.SZ","科隆股份","13.1909","材料","材料","化工","基础化工","15200.35"
"1793","300406.SZ","九强生物","63.7973","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","50178.79"
"1794","300407.SZ","凯发电气","23.4481","工业","资本货物","电气设备","电气部件与设备","27638.00"
"1795","300408.SZ","三环集团","352.4494","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","174341.80"
"1796","300409.SZ","道氏技术","82.2133","材料","材料","化工","特种化工","44841.99"
"1797","300410.SZ","正业科技","45.1251","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","19602.58"
"1798","300411.SZ","金盾股份","45.0083","工业","资本货物","机械","工业机械","47437.04"
"1799","300412.SZ","迦南科技","19.0120","工业","资本货物","机械","工业机械","25979.74"
"1800","300413.SZ","芒果超媒","406.9195","可选消费","媒体","媒体","电影与娱乐","99002.35"
"1801","300414.SZ","中光防雷","30.5113","工业","资本货物","电气设备","电气部件与设备","17091.24"
"1802","300415.SZ","伊之密","32.2013","工业","资本货物","机械","工业机械","43200.00"
"1803","300416.SZ","苏试试验","30.0358","工业","资本货物","机械","工业机械","13557.75"
"1804","300417.SZ","南华仪器","14.0172","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","8160.00"
"1805","300418.SZ","昆仑万维","184.2653","信息技术","软件与服务","软件","家庭娱乐软件","115194.62"
"1806","300419.SZ","浩丰科技","21.8004","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","36775.38"
"1807","300420.SZ","五洋停车","45.7860","工业","资本货物","机械","工业机械","71563.05"
"1808","300421.SZ","力星股份","18.8581","工业","资本货物","机械","工业机械","13355.47"
"1809","300422.SZ","博世科","42.8188","工业","商业和专业服务","商业服务与用品","环境与设施服务","35581.53"
"1810","300423.SZ","鲁亿通","82.7869","工业","资本货物","电气设备","电气部件与设备","29140.07"
"1811","300424.SZ","航新科技","52.9142","工业","资本货物","航空航天与国防","航天航空与国防","23995.20"
"1812","300425.SZ","环能科技","37.9759","工业","资本货物","机械","工业机械","67693.24"
"1813","300426.SZ","唐德影视","31.0000","可选消费","媒体","媒体","电影与娱乐","40000.00"
"1814","300427.SZ","红相股份","51.5939","工业","资本货物","电气设备","电气部件与设备","35258.68"
"1815","300428.SZ","四通新材","64.6589","材料","材料","金属、非金属与采矿","金属非金属","52964.40"
"1816","300429.SZ","强力新材","92.9843","材料","材料","化工","特种化工","27118.60"
"1817","300430.SZ","诚益通","26.1945","工业","资本货物","机械","工业机械","27200.89"
"1818","300431.SZ","暴风集团","33.7499","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","32952.45"
"1819","300432.SZ","富临精工","33.6775","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","49730.58"
"1820","300433.SZ","蓝思科技","362.6790","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","392679.75"
"1821","300434.SZ","金石东方","41.7492","医疗保健","制药、生物科技与生命科学","制药","西药","40174.39"
"1822","300435.SZ","中泰股份","26.9395","工业","资本货物","机械","工业机械","24953.20"
"1823","300436.SZ","广生堂","38.2005","医疗保健","制药、生物科技与生命科学","制药","西药","14121.14"
"1824","300437.SZ","清水源","36.4903","材料","材料","化工","特种化工","21832.20"
"1825","300438.SZ","鹏辉能源","63.6809","工业","资本货物","电气设备","电气部件与设备","28115.19"
"1826","300439.SZ","美康生物","56.2480","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","34639.73"
"1827","300440.SZ","运达科技","33.3222","信息技术","软件与服务","软件","应用软件","44800.00"
"1828","300441.SZ","鲍斯股份","52.2051","工业","资本货物","机械","工业机械","66233.32"
"1829","300442.SZ","普丽盛","14.7060","工业","资本货物","机械","工业机械","10000.00"
"1830","300443.SZ","金雷股份","36.6465","工业","资本货物","电气设备","重型电气设备","23805.68"
"1831","300444.SZ","双杰电气","48.6410","工业","资本货物","电气设备","电气部件与设备","58589.45"
"1832","300445.SZ","康斯特","20.0414","工业","资本货物","机械","工业机械","16392.43"
"1833","300446.SZ","乐凯新材","25.4540","材料","材料","化工","基础化工","12280.00"
"1834","300447.SZ","全信股份","34.2906","工业","资本货物","电气设备","电气部件与设备","31275.67"
"1835","300448.SZ","浩云科技","49.8767","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","40849.02"
"1836","300449.SZ","汉邦高科","32.8101","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","16924.66"
"1837","300450.SZ","先导智能","311.6312","工业","资本货物","机械","工业机械","88165.91"
"1838","300451.SZ","创业慧康","102.3439","信息技术","软件与服务","软件","应用软件","48545.64"
"1839","300452.SZ","山河药辅","24.7581","医疗保健","制药、生物科技与生命科学","制药","西药","13920.00"
"1840","300453.SZ","三鑫医疗","23.7656","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健用品","16331.50"
"1841","300454.SZ","深信服","412.6953","信息技术","软件与服务","软件","应用软件","40313.30"
"1842","300455.SZ","康拓红外","38.6277","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","50960.00"
"1843","300456.SZ","耐威科技","102.8896","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","28276.30"
"1844","300457.SZ","赢合科技","107.9800","工业","资本货物","机械","工业机械","37621.07"
"1845","300458.SZ","全志科技","79.2649","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","33140.26"
"1846","300459.SZ","金科文化","164.6768","信息技术","软件与服务","软件","家庭娱乐软件","197123.30"
"1847","300460.SZ","惠伦晶体","16.1577","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","16827.42"
"1848","300461.SZ","田中精机","30.1944","工业","资本货物","机械","工业机械","12459.50"
"1849","300462.SZ","华铭智能","24.4744","信息技术","技术硬件与设备","电脑与外围设备","电脑硬件","13776.00"
"1850","300463.SZ","迈克生物","109.5912","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","55800.00"
"1851","300464.SZ","星徽精密","27.7288","工业","资本货物","机械","工业机械","20667.50"
"1852","300465.SZ","高伟达","39.1622","信息技术","软件与服务","软件","应用软件","44705.67"
"1853","300466.SZ","赛摩电气","38.2613","工业","资本货物","机械","工业机械","55274.94"
"1854","300467.SZ","迅游科技","58.5030","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","22574.08"
"1855","300468.SZ","四方精创","31.3472","信息技术","软件与服务","软件","应用软件","19462.21"
"1856","300469.SZ","信息发展","29.3151","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","12199.39"
"1857","300470.SZ","日机密封","47.7448","工业","资本货物","机械","工业机械","19202.40"
"1858","300471.SZ","厚普股份","24.6842","工业","资本货物","机械","工业机械","36472.00"
"1859","300472.SZ","新元科技","27.1162","工业","资本货物","机械","工业机械","13254.55"
"1860","300473.SZ","德尔股份","40.2032","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","10492.00"
"1861","300474.SZ","景嘉微","139.2372","工业","资本货物","航空航天与国防","航天航空与国防","30140.53"
"1862","300475.SZ","聚隆科技","20.0320","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","20000.00"
"1863","300476.SZ","胜宏科技","107.5436","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","76970.80"
"1864","300477.SZ","合纵科技","58.4873","工业","资本货物","电气设备","电气部件与设备","58219.46"
"1865","300478.SZ","杭州高新","21.5369","材料","材料","化工","基础化工","12667.30"
"1866","300479.SZ","神思电子","30.9150","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","16493.27"
"1867","300480.SZ","光力科技","21.6392","工业","资本货物","机械","工业机械","19180.29"
"1868","300481.SZ","濮阳惠成","46.3486","材料","材料","化工","特种化工","25706.40"
"1869","300482.SZ","万孚生物","111.2676","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","34293.17"
"1870","300483.SZ","沃施股份","33.6424","可选消费","耐用消费品与服装","家庭耐用消费品","家用器具与特殊消费品","6150.00"
"1871","300484.SZ","蓝海华腾","26.4493","工业","资本货物","电气设备","电气部件与设备","20800.00"
"1872","300485.SZ","赛升药业","56.8411","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","48416.60"
"1873","300486.SZ","东杰智能","27.6499","工业","资本货物","机械","工业机械","18067.08"
"1874","300487.SZ","蓝晓科技","70.3035","材料","材料","化工","基础化工","20239.38"
"1875","300488.SZ","恒锋工具","26.7983","工业","资本货物","机械","工业机械","10491.87"
"1876","300489.SZ","中飞股份","12.5562","材料","材料","金属、非金属与采矿","金属非金属","9075.00"
"1877","300490.SZ","华自科技","35.5767","工业","资本货物","电气设备","电气部件与设备","26193.98"
