date,商业银行,房地产管理和开发,制药,商业服务与用品,机械,综合类,建筑与工程,建材,家庭耐用消费品,休闲设备与用品,饮料,电脑与外围设备,专营零售,纺织品、服装与奢侈品,电力,医疗保健提供商与服务,汽车零配件,电子设备、仪器和元件,媒体,独立电力生产商与能源贸易商,食品,电气设备,石油、天然气与供消费用燃料,金属、非金属与采矿,食品与主要用品零售,通信设备,酒店、餐馆与休闲,交通基础设施,航空,贸易公司与工业品经销商,资本市场,化工,生物科技,燃气,多元金融服务,多元化零售,纸与林木产品,互联网软件与服务,航空航天与国防,海运,家庭用品,综合消费者服务,水务,汽车,信息技术服务,公路与铁路运输,建筑产品,保险,容器与包装,半导体产品与半导体设备,复合型公用事业,专业服务,软件,能源设备与服务,航空货运与物流,互联网与售货目录零售,医疗保健设备与用品,消费品经销商,多元电信服务,个人用品,生命科学工具和服务
19940728,-2.448,-4.205168,-4.821407,-6.623358,-10.826278,-8.035557,-10.310596,-7.178732,-5.266871,-9.86104,-7.104292,-8.3333,-11.224908,-8.83482,-6.51399,-12.777824,-7.975986,-4.080941,-11.529101,0,-5.8036,-13.3615,-5.724027,-4.974548,-12.694138,-8.1356,-7.600679,-4.160301,0,-10.174567,-10.756999,-9.747137,-10.720116,-12.083908,0,-7.687824,0,0.0,-9.520432,-7.767,-7.0732,-9.054848,-7.5472,-9.238242,-8.1301,-10.297973,0,0,0,-10.0529,-12.1622,-14.574,-11.679114,0,0,0,0,-11.9658,-9.6154,0,0
19940729,0.3764,-0.261309,-1.469681,-0.368654,3.606386,-1.394911,-3.24388,0.604153,0.156321,-1.367236,-1.879389,0.303,0.090429,-3.851445,-0.084571,-1.419357,-2.607258,1.955894,-3.648175,0,0.0,-1.7857,-1.141355,-2.662758,-2.698368,-1.476,-0.5793,-0.429045,0,-1.88013,-4.50433,-1.567562,-0.703504,-2.990899,0,-2.638225,0,0.0,0.8256,0.0,-0.2625,-2.691167,-2.0408,-0.839574,-3.5398,-3.562799,0,0,0,-1.1765,0.3077,-2.6247,-1.130004,0,0,0,0,-0.3883,-1.0638,0,0
19940801,0,0,11.973,8.0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940802,2.0833,0.552908,-4.174505,-1.444254,0.024344,-1.374973,-2.109555,-3.063577,-2.828788,-5.757072,-0.715212,2.0202,-5.430624,-4.404871,-2.300231,-4.727034,-2.795992,-5.51253,-5.324074,0,-1.7544,2.3529,-5.679795,-1.914593,1.643231,-4.1667,-0.24304,-1.61778,0,0.09567,0.626675,-0.365901,-3.695434,-3.950096,0,-5.898565,0,0.0,-1.965207,-3.0,-3.0769,-4.804092,-1.2158,-0.197104,-1.6129,-4.120143,0,0,0,-6.9124,-4.0512,-5.4206,-2.3389,0,0,0,0,-0.1323,4.0,0,0
19940803,10.2041,0.0,8.160885,7.4286,12.82442,11.918554,0,13.8996,11.748654,0,0,14.0594,0,13.2308,13.690244,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,14.2105,13.91288,0,0,0,4.207666,0,0,13.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4262,0,0,0,0,0,0,0,0
19940804,1.7593,4.116061,11.890195,1.984651,4.511855,4.852002,6.057349,-0.167438,4.783159,1.845287,4.043971,5.0347,7.378951,9.325139,2.836634,5.293989,4.540581,4.517944,6.410191,0,2.3256,1.6798,10.798684,10.5431,1.834008,4.2654,2.159738,3.442796,0,6.552083,8.535616,4.500889,1.123095,7.498755,0,3.329851,0,0.0,6.021032,2.1739,1.6949,10.4762,0.7792,4.79233,9.589,7.564798,0,0,0,0,5.6604,9.9237,0.817196,0,0,0,0,3.3708,12.0944,0,0
19940805,4.1856,8.76752,9.662477,6.054846,8.451372,9.555432,0,7.22296,10.403505,10.6061,6.992416,0,0,12.037707,7.825462,13.0435,7.860191,11.177078,0,0,11.3636,10.5928,10.4911,0,0,13.6364,7.8947,10.65836,0,13.323997,13.138459,12.692275,11.8952,0,0,9.181245,0,0,9.211625,9.5745,7.0,0,11.8557,11.2601,0,0,0,0,0,0,0,0,14.6739,0,0,0,0,13.0435,0,0,0
19940808,3.4061,-1.576981,-0.894325,-1.516508,-0.605139,0.828077,4.402928,-0.74213,0.94667,0.424511,2.259634,0.6993,-0.237443,4.468389,-2.102067,2.078647,2.70324,-2.85726,-0.718107,0,-2.585,-4.2179,2.729503,1.817333,-6.522518,0.0,-1.381426,-1.854122,0,2.398476,0.792354,0.416416,-2.935946,1.584637,0,0.618238,0,0.0,3.228771,-2.7184,-3.4268,-0.00093,-2.9954,-3.155639,-3.0303,-3.956235,0,0,0,3.75,10.1493,-3.1532,3.803166,0,0,0,0,-2.8846,-3.2323,0,0
19940809,-7.0946,-8.508435,-6.924325,-3.518503,-9.807159,-10.758287,-13.863471,-10.040844,-9.474558,-12.391531,-11.882349,-7.7778,-12.728697,-12.16354,-10.847839,-14.213172,-12.950958,-7.942935,-15.440809,-11.0983,-8.5196,-2.7523,-10.518302,-12.345121,-15.320173,-7.6,-8.460763,-10.422074,0,-11.471012,-12.14493,-10.908378,-8.191623,-12.8527,0,-12.17322,0,0.0,-13.083117,-8.3832,-7.4194,-14.050304,-8.076,-10.824533,-10.2083,-11.33211,0,0,0,-18.5542,-15.4472,-11.6279,-13.487473,0,0,0,0,-11.9802,-16.4927,0,0
19940810,7.4545,12.094372,11.1111,6.451082,12.763683,12.066065,13.6364,9.546574,12.89377,11.194,9.81121,9.9398,0,11.4958,11.767575,13.6842,12.99306,12.641357,12.2178,11.5735,10.5344,0,11.5385,0.0,0,0.0,12.917379,13.234646,0,0,13.790509,13.15175,12.979602,0,0,12.822193,0,0.0,13.7615,14.1612,11.4983,11.7424,13.1783,13.167257,14.9425,14.379914,0,0,0,0,0,0,0,0,0,0,0,13.3858,0,0,0
19940811,-2.6227,-3.789683,-1.317897,1.017388,-3.672871,-5.824702,-5.303266,-6.193756,-6.439973,-4.473371,-3.294023,2.0548,-7.708137,-0.87805,-8.696368,-9.171661,-6.565458,-3.39714,-7.558898,-7.2261,-3.5912,-12.9032,-7.87142,-9.456791,-7.12354,-4.2831,-4.989025,-3.59572,0,-4.933056,-8.887316,-6.007409,-5.214343,-5.182323,0,-6.745614,0,0.0,-7.490711,-5.3435,-3.9063,-7.973242,-3.4247,-6.807547,-3.8076,-6.686628,0,0,0,-5.9524,-9.4444,-1.9101,-7.285554,0,0,0,0,-9.7222,-8.5714,0,0
19940812,-1.5639,-0.343093,0.643567,1.127573,0.310938,1.912922,-0.30661,-1.019785,-0.805084,-2.575411,-0.167323,-0.9396,-2.752379,0.766975,0.657054,2.908307,-0.928912,0.591641,-1.322484,-1.6332,-1.1461,0.9259,3.0289,1.197474,-3.502925,2.5292,0.969455,0.990323,0,0.255788,-0.055975,-0.095025,0.671312,0.486936,0,-0.569889,0,0.0,-0.956494,2.8226,-0.813,2.775056,-0.2364,-0.143195,2.0833,-0.02066,0,0,0,1.2658,-1.8405,-1.4891,-0.951265,0,0,0,0,-0.5495,-0.2232,0,0
19940815,-0.9709,-1.974773,-3.47824,-4.418081,-3.047017,-1.585228,-0.00561,-3.693596,-1.946183,-3.696079,-4.071439,-3.9295,-3.011257,-0.833832,-4.092628,-3.621954,-4.117457,-2.50675,-4.928658,-4.2146,-2.6087,-3.578,-3.967114,-3.553496,-2.091891,-2.277,-3.573343,-3.823646,0,-3.360094,-3.299142,-5.703871,-4.459581,-1.094055,0,-3.899423,0,0.0,-3.565427,-2.7451,-2.459,-4.467727,-3.3175,-3.561765,-4.898,-2.245606,0,0,0,-6.25,-0.3125,-6.8605,-4.888869,0,0,0,0,1.105,-4.9217,0,0
19940816,0.9804,1.374769,-6.539213,1.592174,1.127552,3.163986,2.730948,2.050803,2.72909,1.742048,3.245987,2.2567,4.756873,6.748824,2.932877,1.865088,2.683754,2.083939,3.626621,-0.5333,1.7857,0.8563,2.96005,3.736657,4.971646,3.8835,0.792527,1.333137,0,-1.225356,4.091588,3.368655,3.117833,3.393233,0,3.257184,0,0.0,2.710933,1.2097,1.6807,2.234059,1.4706,4.036494,0.4292,2.519126,0,0,0,4.0,3.1348,4.2447,2.801467,0,0,0,0,2.1858,8.2353,0,0
19940817,2.3831,1.017923,2.355892,1.874126,3.205734,3.661054,5.732519,4.133761,2.480556,2.244009,4.408395,0.0,8.420479,7.838046,2.013416,2.545915,5.490437,2.036656,3.578722,1.3405,0.8772,2.3585,2.204952,2.635493,3.752846,1.8692,2.367941,5.526659,0,3.664759,4.806299,2.748185,5.427638,8.427121,0,2.944551,0,0.0,2.027187,2.5896,2.4793,6.221253,3.6232,2.947703,2.5641,7.919542,0,0,0,0.5128,1.8237,2.3952,5.719258,0,0,0,0,3.7433,1.087,0,0
19940818,6.0345,2.922465,1.345927,1.388923,3.572501,1.806707,5.538679,3.855571,5.066691,2.885818,4.021174,1.3793,4.147628,1.984435,2.710549,3.712929,4.135354,3.858737,5.828593,5.5556,4.2029,4.1475,1.881289,2.340176,6.292605,0.9174,3.545339,2.937239,0,5.684065,5.150284,5.548229,2.761254,5.09402,0,3.038167,0,0.0,8.507854,0.9709,2.4194,4.754762,2.5641,4.696396,2.0833,5.591577,0,0,0,3.5714,3.7313,5.9649,4.859507,0,0,0,0,4.433,4.3011,0,0
19940819,-3.252,-3.313209,-4.272614,-0.568974,-3.357871,-3.723311,-4.931478,-3.025481,-3.872216,-3.849658,-5.31958,-2.585,-2.377399,-3.863453,-3.606203,-4.810221,-4.180291,-4.263304,-5.350465,-3.5088,-8.936144,-5.3097,-4.810909,-6.320595,-4.730334,-3.2727,-5.209679,-3.77539,0,-4.975069,-5.029405,-5.403759,-4.71304,-5.899521,0,-4.829595,0,0.0,-4.975395,-1.9231,-3.937,-5.551465,-1.5909,4.417156,-4.898,-3.844229,0,0,0,-0.4926,-6.3309,-5.0773,-3.705421,0,0,0,0,-5.7256,-5.1546,0,0
19940822,-3.7815,-3.214548,-4.918093,-1.876955,-0.145122,-3.715318,-4.169859,-5.661416,-3.509393,-4.564588,-0.182885,-1.257,-4.249416,-3.684844,-3.170109,-3.033141,-3.857082,-2.430997,-4.991688,-1.8182,-2.090336,-4.6729,-5.075753,-5.146498,-5.436981,-4.1353,-0.921507,-3.820022,0,-5.180881,-4.274713,-4.373112,-4.391588,-3.520824,0,-4.312714,0,0.0,-3.062658,-1.7647,-2.623,-5.671034,-4.6189,-4.208513,-1.9313,-5.400288,0,0,0,3.9604,-5.3763,-4.7674,-2.907635,0,0,0,0,-4.712,-5.2174,0,0
19940823,2.8821,0.813248,1.089321,1.991781,7.407214,3.563972,6.419491,4.118798,3.217651,1.693599,2.512919,1.1315,4.556101,7.912527,2.900078,3.638581,3.623323,2.041075,6.082092,2.5132,2.030045,2.7451,2.315013,2.129533,8.029294,1.9608,0.852832,0.31956,0,2.729757,6.58619,3.210942,5.602416,4.998657,0,3.514161,0,0.0,5.625971,1.7964,1.1785,6.090411,2.4213,-13.317166,2.6258,5.148568,0,0,0,0.0,3.0844,3.7851,4.038719,0,0,0,0,4.2857,4.3578,0,0
19940824,-1.3582,-3.835887,7.187881,-1.789846,-3.605925,-0.849951,-0.836588,-1.0162,-0.819937,-0.68714,-1.653517,-1.1189,-1.27055,-2.419682,-2.313263,-2.85171,0.070745,-2.035935,-4.600969,-2.1935,-4.198402,-2.4809,-1.952141,-2.373562,-2.662973,-2.8846,0.607988,-1.820963,0,-0.169979,-2.701679,-2.756995,-5.925534,-2.35936,0,-1.510711,0,0.0,-1.919796,-2.9412,3.3278,-0.53052,-3.5461,-1.928431,-13.2196,-1.54386,0,0,0,-3.8095,-0.315,0.0,-1.081075,0,0,0,0,-0.4215,-5.4945,0,0
19940825,-1.8933,-3.065234,6.794663,0.66363,0.110984,2.656076,2.349233,-0.491252,0.525117,-1.447154,-1.397154,0.1414,0.709929,-0.229824,1.975345,0.555502,0.16,-3.269357,0.572136,-2.2427,-1.101494,5.6751,0.356778,6.612156,1.959897,-1.9802,-3.753429,-3.229811,0,3.38461,2.094324,0.624139,-0.370299,1.32871,0,-0.610637,0,0.0,-6.554414,-2.2222,-2.5765,3.233642,-2.9412,-2.079707,-8.3538,0.875141,0,0,0,0.2475,2.8436,0.2353,0.511873,0,0,0,0,1.6931,0.4651,0,0
19940826,0.9649,-3.390795,3.619234,-1.997494,-2.495739,-1.912784,-3.391623,-1.208682,-0.192745,-1.049335,-1.30045,-4.3785,-1.658286,-2.932148,-4.226856,-0.635124,-1.836646,-2.443623,-4.617847,-12.5506,-0.218605,-3.2407,-2.610774,-4.179997,-3.781934,-1.8182,-2.488788,-1.263872,0,-1.32381,-0.807077,-2.802509,-4.111199,-2.152258,0,-0.774836,0,0.0,-3.068243,-1.8595,-1.4876,-4.157647,-2.5253,-1.506303,-3.2172,-1.744557,0,0,0,-1.2346,1.3825,0.939,-0.202011,0,0,0,0,-3.2258,-3.7037,0,0
19940829,3.0408,-1.936819,-3.673814,-6.164458,0.202685,-7.285839,1.279676,-1.131483,-0.558576,-2.822992,-1.356186,-9.6012,-0.969417,0.786203,-1.715006,3.90898,-0.261825,-2.642895,1.091564,-6.1728,4.274204,0.7656,-1.175755,-1.029104,2.44365,-2.2634,2.020879,0.599803,0,0.962831,0.654936,-3.086271,-16.341538,1.325013,0,-1.190364,0,0.0,-1.450472,-0.8421,-11.9128,-3.028418,5.9585,-0.513001,-6.3712,2.210776,0,0,0,-4.0,-1.5152,-0.5814,-4.471617,0,0,0,0,-1.9355,0.9615,0,0
19940830,3.457,4.71789,3.370823,1.730361,3.858908,5.355364,5.993865,4.099423,5.486363,3.183721,3.654569,1.7974,6.989595,5.840995,3.036814,3.55217,2.856483,5.710966,1.860483,1.8092,1.970849,4.4634,8.359543,5.562725,5.159254,4.8421,3.073504,5.424272,0,5.331451,4.959081,6.277548,4.265209,9.939499,0,5.126793,0,0.0,4.523923,4.8832,1.9048,6.248519,4.89,5.598686,7.9882,11.388936,0,0,0,2.8646,1.2308,6.4327,4.833578,0,0,0,0,3.7281,3.8095,0,0
19940831,1.8745,6.546126,0.540665,1.31079,3.439539,4.920989,5.837462,4.925226,6.593574,5.390194,8.494927,-9.3098,8.279416,2.63838,3.30609,-0.02158,4.864508,8.173555,4.43189,5.8158,3.112855,1.4545,2.262263,3.451978,3.550334,5.4217,7.23954,4.398776,0,4.556957,3.046681,5.403915,1.007957,2.472626,0,5.089356,0,0.0,3.964229,5.0607,2.243,6.591798,6.993,4.219561,4.6575,3.522164,0,0,0,5.8228,4.7112,2.967,9.753874,0,0,0,0,7.2939,7.7982,0,0
19940901,4.96,5.494306,4.681996,11.7541,2.76769,0.615707,2.378722,0.853215,0.68723,4.85978,2.728945,0,-2.066764,-0.860056,1.910793,0.419651,2.481353,3.836337,2.36924,4.2748,-0.654316,1.2545,0.167591,-0.817906,-0.559791,12.0,4.47481,2.682505,0,0.090652,1.358634,2.704133,1.305719,2.950073,0,1.184946,0,0.0,2.04189,3.4682,1.8282,-0.70325,1.5251,11.237852,6.0209,2.083563,0,0,0,0.0,-1.8868,3.842,-1.075099,0,0,0,0,0.4926,-2.1277,0,0
19940902,2.5152,3.06003,4.825492,2.894452,8.31589,4.905558,9.069167,4.20173,3.468057,3.726354,7.159531,3.7994,6.72574,5.507206,3.383046,2.692509,3.875084,6.84696,6.042463,11.5666,4.1634,0.4425,3.499975,3.564331,7.859824,1.1905,3.738762,4.382148,0,6.899953,7.511137,4.569141,4.403259,8.984456,0,2.849934,0,0.0,3.95776,1.4898,8.079,9.46442,3.4335,9.171613,5.9259,8.490653,0,0,0,0.4785,1.3314,5.8582,5.022365,0,0,0,0,3.0392,2.1739,0,0
19940905,0,12.355745,10.682467,3.3696,12.30026,11.413728,10.256976,0,11.519067,11.6279,11.275402,0,13.6364,9.4819,10.206135,11.1243,9.552872,14.2857,12.919856,0,0,9.2511,6.540742,8.86221,0,13.1092,0,0,0,10.963735,11.150681,10.440249,10.8614,12.183277,0,12.426275,0,0,12.23718,0,0,0,0,8.6486,0.0,11.951361,0,0,0,11.9048,10.073,10.4854,9.1528,0,0,0,0,8.9439,10.4255,0,0
19940906,5.1585,6.115601,8.540126,5.214655,3.206814,9.483115,1.224656,5.186378,5.715833,8.365194,6.538205,5.0633,12.018076,6.072709,3.860806,1.723639,6.987798,7.14303,9.133278,0,1.655709,11.2903,3.092096,-2.284245,6.126986,9.6582,4.274865,9.783104,0,8.341185,8.696392,6.348301,8.583854,8.735475,0,6.233888,0,0.0,4.165035,3.6075,4.4286,9.256722,8.6957,9.511703,4.9505,5.044764,0,0,0,-4.4681,-1.1936,0,0,0,0,0,0,11.7904,2.1195,0,0
19940907,-8.9835,-8.575668,-2.34866,-2.668218,-7.592753,-8.073527,-7.937752,-7.034519,-9.062958,-9.26443,-9.61563,-3.012,-9.0622,-6.592875,-6.388905,-6.604349,-4.752541,-6.090682,-6.144991,7.7944,-0.49548,-9.4203,-7.839223,-7.907271,-10.893175,-11.9241,-7.609627,-10.664575,0,-6.506651,-9.085204,-8.034149,-1.179195,-7.234178,0,-9.07917,0,0.0,-7.167228,-12.2563,-6.5663,-10.005726,-10.72,-11.367187,-9.6226,-7.937606,0,0,0,-9.1314,-7.3826,-12.1212,-11.875675,0,0,0,0,-10.1563,-8.4906,0,0
19940908,7.4675,10.91008,4.614243,6.887983,4.391464,6.686936,4.632404,5.680466,5.604957,7.848481,2.670775,10.4348,2.878136,10.260604,5.970005,5.105845,2.629598,7.127196,5.333423,-4.6154,3.403778,4.0,2.873192,-0.153658,6.461292,0.0,11.190721,5.828271,0,6.817156,5.723228,6.764859,8.352293,11.105081,0,6.159902,3.1553,5.5432,4.928835,7.9365,14.202,6.841701,9.319,5.160707,13.7787,9.259195,0,0,0,0.4902,-1.4493,4.8276,6.547782,0,0,0,0,5.7391,1.2371,0,0
19940909,-4.5317,-1.8102,-7.613462,-6.435017,-4.068138,-3.972255,-2.013921,-5.497857,-5.248853,2.508782,-4.470966,-7.9865,-3.895124,8.070963,-3.728893,-3.042575,-0.021381,-4.680023,-0.761633,2.3387,-6.028799,-7.3077,-3.477506,-2.738471,-2.35679,-7.7922,-5.212345,-3.642027,0,-0.795962,-1.116374,0.333516,1.057182,-0.353788,0,-3.190934,-6.8235,0.0,-3.525695,-3.6765,-8.9744,-1.762472,-2.9508,-6.809701,-1.2844,4.925737,0,0,0,-4.878,4.1176,-4.0296,-2.531177,0,0,0,0,-4.6875,-5.2953,0,0
19940912,8.3544,7.989827,4.301623,5.181577,3.402534,3.520644,3.365155,6.722589,5.144569,4.211292,5.488714,3.912,3.720166,10.065101,6.83591,7.224632,6.458661,8.155676,8.074899,0.0788,2.47181,4.5643,5.703299,5.930868,4.26912,12.3944,6.429015,4.752749,0,4.896777,3.952816,7.107162,7.622782,2.248588,0,6.765142,3.6616,0.0,8.491446,5.8015,4.2254,6.533681,7.9392,3.733468,6.8773,0.441608,0,0,0,5.1282,8.8983,5.9126,3.161499,0,0,0,0,6.5574,10.1075,0,0
19940913,0.6425,0.836891,-3.874394,-0.520767,-1.036118,0.09059,0.2942,0.823933,0.343928,-0.91347,0.073904,-1.4118,-0.341296,-1.354302,0.79799,1.747969,0.471863,-1.544379,2.536648,-3.937,-1.622188,-1.5873,-2.046164,-1.258229,2.301317,-2.2556,-0.452204,0.144169,0,0.424028,0.99117,3.552832,-1.403837,2.723876,0,-0.164258,2.0706,0.0,0.416347,-2.7417,-1.2162,9.424483,-2.9734,0.42545,1.7391,0.079797,0,0,0,0.4878,4.2802,5.178,0.695967,0,0,0,0,0.4049,-1.3672,0,0
19940914,-2.6117,0.562044,-3.226456,-3.951344,-4.305616,-4.318544,-7.821712,-1.76848,-5.190676,-5.666741,-3.084373,-0.9547,-6.987596,-7.750957,-3.610379,-4.549811,-5.270938,-3.836722,-7.522756,-2.8689,-6.301258,0.5645,-3.817955,-3.150557,-7.165311,-2.5641,-3.26393,-2.541664,0,-6.470757,-6.519734,-4.664225,-8.349,-6.786051,0,-5.247308,-1.5513,0.0,-3.323955,-2.819,-4.5144,-6.522019,-0.8065,-2.771636,5.812,-5.111897,0,0,0,-2.4272,-8.8308,-1.3846,-6.51035,0,0,0,0,-6.2097,-2.9703,0,0
19940915,-4.0524,-2.188829,-2.05676,1.973993,-1.616587,-0.929762,1.661594,-1.459569,-2.000566,-1.245539,-1.789838,-4.8193,-0.272943,-0.590078,-0.414876,-1.471271,-1.456154,-1.956585,0.651991,-2.9536,2.091562,1.8444,0.442391,0.204415,-0.281162,0.2632,-4.157135,-4.765588,0,-1.166724,-0.32534,-1.716618,-0.344295,-0.065352,0,-0.979449,-2.4242,0.0,-2.260838,-4.7328,-4.298,1.427393,-4.065,-3.384014,-3.3926,4.750754,0,0,0,-1.7413,-3.2742,-0.156,-1.156843,0,0,0,0,-2.1496,-2.0408,0,0
19940916,2.4845,4.263595,3.746275,2.334227,2.721629,1.159666,1.823159,3.674836,2.352219,2.377018,1.41095,4.3038,-0.782096,1.193128,0.912175,2.190629,3.027558,4.008299,1.132767,0.8696,0.509274,0.9449,0.809929,-0.042974,5.627556,6.6929,3.941147,2.966748,0,0.569731,0.147709,2.103402,0.463353,2.92809,0,3.667065,1.9255,0.0,6.572815,2.5641,4.7904,2.282455,1.6949,1.401383,5.3512,-1.637775,0,0,0,2.5316,1.5515,-0.3125,1.297696,0,0,0,0,5.0088,4.7917,0,0
19940919,-1.8182,-1.999433,-0.059915,-2.373611,-4.639099,-8.027985,-6.322039,-3.8638,-3.578249,-3.850347,-2.191112,-2.7913,-4.729158,-5.894233,-4.159014,-1.144608,-4.003308,-1.772236,-5.773207,-2.8448,-4.90039,-4.9922,-6.360842,-6.017424,-5.491517,-4.305,0.176619,-0.139917,0,-4.982486,-4.818483,-4.987556,-5.226309,-5.400328,0,-3.670514,2.2547,0.0,-1.885901,2.5,-2.0,-7.1895,-2.3333,-3.803061,-3.1746,-4.722949,0,0,0,-1.7284,-6.25,-5.1724,-6.144931,0,0,0,0,-6.2762,-3.7773,0,0
19940920,-1.6049,1.040205,-1.771136,-0.398482,-2.041423,-1.730484,1.478125,-1.279571,-1.596435,-10.064183,-2.75409,-3.7453,-1.963182,1.012193,-2.676466,-3.175012,-0.418148,0.347069,-3.230137,-4.1704,-1.795879,-0.6568,-0.547015,-1.763396,-0.00357,-2.0566,-1.396179,-3.676154,0,-1.8963,-1.798506,-0.966954,-0.673646,-0.859442,0,-1.051971,-1.5495,0.0,0.45118,-4.878,-2.0408,-5.029126,-3.0717,-3.535932,0.4918,2.478095,0,0,0,-2.5126,-1.4815,-1.8182,-1.179384,0,0,0,0,-2.8571,-3.9256,0,0
19940921,3.5132,3.842,4.57851,5.881143,4.524842,8.126037,4.477794,3.855702,4.54426,7.679979,3.941638,9.2088,8.050691,6.213315,5.795846,4.867656,4.760969,2.71823,8.164576,6.4815,5.218768,3.3058,4.12864,3.470909,6.167828,3.4121,4.12082,4.349167,0,8.103289,6.088427,7.240035,3.712,5.802702,0,6.025675,1.3317,0.0,3.680443,4.4872,3.4226,8.325128,4.0493,5.337712,3.5889,4.108322,0,0,0,3.0928,6.7669,6.0606,7.008437,0,0,0,0,7.3529,6.4516,0,0
19940922,-1.9394,-2.0045,-2.023425,-0.796384,-3.074247,-5.698775,-5.772307,-4.119258,-4.711194,-3.967846,-4.077404,-2.1378,-7.07831,-5.958264,-4.107373,-2.238849,-3.347728,-3.182691,-5.907125,1.5652,-3.933756,-7.6,-0.477887,-5.455408,-2.100955,-0.3807,-1.981075,-2.664966,0,-5.200932,-5.015635,-4.388867,-0.989446,-6.07891,0,-3.884418,-3.7037,0.0,-2.495834,-1.3804,-1.4388,-3.806429,-1.5228,-1.462049,-1.7323,-4.923247,0,0,0,-7.5,-5.6338,-7.8571,-5.493468,0,0,0,0,-5.9075,-6.0606,0,0
19940923,2.0396,-2.793133,-1.955359,-11.208736,-4.044197,-4.144158,-4.710895,-4.695699,-4.032586,-5.935021,-3.106688,-2.0631,-3.458667,-4.657237,-3.272118,-6.595456,-5.038642,-2.932069,-2.392104,-3.4247,-4.861597,-9.5238,-3.203498,-3.305705,-5.665329,-1.7834,-1.613166,-0.680674,0,-5.580355,-6.153569,-4.679814,-7.917454,-5.385971,0,-4.873162,0.4963,0.0,-1.70907,-2.3328,-1.8978,-2.691888,-1.5464,-3.462046,-3.8462,-5.913019,0,0,0,-6.7568,-5.6716,-3.5314,-5.450885,0,0,0,0,-7.6433,-4.9462,0,0
19940926,0.1817,-0.124054,-0.063292,1.959897,2.048616,2.347516,1.573556,1.155102,-0.233885,0.671711,1.613536,0.6196,1.838985,0.624612,0.398714,1.932865,0.771338,4.336936,1.67784,1.0638,1.659973,4.1148,0.409069,2.082679,0.41102,-0.3891,0.027963,0.057252,0,2.047181,1.77692,1.286275,0.743419,1.342024,0,-0.132981,0.6173,0.0,3.066668,0.1592,-0.1488,1.8248,0.5236,-0.084723,1.0,3.317502,0,0,0,10.1449,1.2658,1.5179,0.887078,0,0,0,0,0.2956,-0.905,0,0
19940927,-0.7255,3.739027,1.560288,3.773362,1.015328,-0.454885,-1.105579,1.19701,1.234804,-1.067417,0.240094,0.9852,-1.798007,-0.268485,-0.683248,-1.265795,1.03103,3.058825,-1.899518,4.2105,-1.042113,-0.9191,-1.355653,-0.726407,-2.672857,1.3021,3.283835,2.769839,0,-0.109743,-1.583723,-0.356116,-0.835147,-0.189855,0,0.640815,0.0,0.0,2.5676,0.7949,0.8942,-9.53768,1.0417,5.577894,10.396,2.054179,0,0,0,-2.8947,-1.5625,-2.7265,-1.501735,0,0,0,0,-1.7682,0.4566,0,0
19940928,0.1218,3.818427,2.604005,1.011874,3.829864,3.927986,7.999034,3.509628,2.213711,4.273244,3.003924,2.8049,3.928912,5.370169,3.372727,5.74169,3.884323,2.132981,4.496003,0.1684,2.430182,2.5046,5.495188,4.765605,3.539549,1.7995,7.712903,4.394042,0,4.900314,6.124557,6.542336,5.145372,3.520736,0,5.344434,3.3742,0.0,6.822682,5.6782,4.579,4.234363,0,3.880227,13.6024,4.641662,0,0,0,4.336,3.3333,7.5949,5.468748,0,0,0,0,5.0,2.2727,0,0
19940929,-5.7178,-11.467436,-8.964817,-8.037369,-9.35561,-8.409907,-6.952984,-11.036088,-8.646944,-8.707463,-9.280763,-11.1507,-5.702595,-6.562121,-9.477408,-10.148599,-7.784648,-13.887941,-8.340712,-9.2437,-9.549181,-9.5023,-7.456805,-8.010507,-5.297093,-11.3636,-12.301866,-13.139781,0,-8.586673,-8.281733,-9.31244,-8.703458,-9.258092,0,-8.805799,-9.7923,0.0,-15.016352,-10.4478,-11.7232,-11.962925,-6.2687,-9.598006,-15.1316,-8.111781,0,0,0,-9.8701,-8.6022,-9.0756,-9.780697,0,0,0,0,-10.4762,-8.8889,0,0
19940930,-7.0968,-8.396694,-8.962036,-9.115047,-7.966789,-6.425256,-5.696381,-7.413904,-6.28746,-8.496964,-4.552468,-7.8772,-4.143719,-4.365793,-6.425043,-10.733963,-6.403288,-11.457489,-8.409107,-5.0926,-7.299855,-9.7,-8.961965,-5.431026,-7.196116,-7.4074,-7.432738,-8.13006,0,-8.1205,-5.912768,-6.423347,-7.545702,-6.041584,0,-9.542172,-9.2105,0.0,-11.199966,-6.6667,-1.92,-7.48488,-13.2166,-7.265133,-13.1783,-5.91187,0,0,0,-6.0519,-6.5546,-10.3512,-8.283425,0,0,0,0,-7.9787,-8.7805,0,0
